ulasan,label,label_final
"saya kurang nyaman dengan pembatasan usia yang telah ditetapkan, padahal rasanya dulu bebas untuk membaca webtoon manapun sekarang saya kembali membaca lagi webtoon²yang dulu saya pernah baca namun karena batasan usia saya tdk bisa membacanya lgi",-1,2
"dulu sii oke² aja semuanya lancarrr~ tapiii sekarang kok gini si !??!! tiap kali mau baca pastiii dibilang ""silahkan periksa koneksi Internet anda"" padahal jelas² jaringan nya baik² aja gda tuh lelet sedikitpun, p bngt tch mendoksei",-1,2
"Banyak webtoon nya . Semua genre ada.. tampilannya bagus, loading gambarnya cepat.",-1,2
"Ah longor masa pembayaran pakek pulsa cuma sekali belik begitu mau di beli lagi metode pembayaran pulsa tidak tersedia, mohon di perbaikiii!!!",-1,2
"cerita cerita di dalamnya bagus, hanya terkadang harus membayar untuk membaca episode selanjutnya, jadi yaa kurang nyaman saja jika seperti itu",-1,2
"Knp fitur iklannya gabisa dipake? pasti loading terus ga muncul² semenjak di update. Kayak ganiat kasih gratisan kalo ga diperbaiki gini, udh berbulan2 tetap sama. Terus UI nya jadi bikin bingung",-1,2
Saya kasih 4 bintang soalnya download komiknya terlalu berat. Jadi mohon Webtoon untuk memperingan komiknya agar bisa didownload di hp dengan penyimpanan rendah,-1,2
"Kayanya hp saya yg memang kentang, muak sumpah 'galat tidak diketahui', keluar tiba-tiba, loading lama. Ya Allah need hp baru, ini hp lama sejak saya masih kelas 5 sd sampai saya kelas 1 sma :)",-1,2
"fitur Webtoon sekarang making jelek banget untuk di bagian cover dalamnya Webtoon nya diganti jadi sama dengan cover luar, terus ditambah trailer segala nggak guna banget😤😡. saya mohon Webtoon kalo bisa dibuat seperti versi dulu aja itu lebih bagus dan juga simpel🙏🙏",-1,2
seruuu banget samaaa komiknya cuman yah gitu harus beli koin nya atau nunggu beberapa hari dlu,-1,2
"Maaf aku turunin ratingnya, Sekarang ga kayak dulu, Padahal sinyal bagus, tapi loading dari webtoonnya lama banget, Loading di dalam komiknya pun lama. Padahal sinyalnya bagus,",-1,2
"Ini jaringan saya yang jelek atau memang transaksi pembelian koin di Webtoon yang lama? Saya transaksi Rabu 5 April pukul 05.00 WIB, baru jam 14.49 WIB masuk di akun saya 20 Maret kemarin juga seperti itu, 8 jam baru masuk ke akun Mohon di perhatikan lagi, dan email mohon di balas",-1,2
Sebenarnya sih ceritanya harus di tambahin lagi soalnya aku dah baca semuanya. Terus kalau aku mao baca lagi bingung harus baca apa kalau nunggu yg di up lagi lama😊 Tapi aku suka apknya baguss aku suka I LIKE IT❤,-1,2
"kenapa ya sekarang kalo mau baca pakai wifi malah gabisa sedangkan pakai paketan baru bisa, padahal aku pakai wifi dan buka apk lain bisa dan lancar",-1,2
seru bgt banting cerita² yg menarik buat di baca dan kita juga bisa pilih nanti mau cerita apa aja yg di tampilkan tapi yg paling aku gk suka itu pas mau baca episode selanjutnya pasti ada aja yg disuruh bayar tapi gpp😊,-1,2
"seru banget baca Webtoon, cuma sangat disayangkan kalo mau baca gratis lewat iklan, lemot bangeeeetttt buka iklannya..semoga kedepannya makin keren",-1,2
gua seneng banget baca komik fantasi tapi komik webtoon gua ini enggak lg update krn kesamaan sm komik sm komik dgn judul lain eh padahal kan blm tamat nyesel deh kalau ngini beli koin dan skrng komik webtoon gua gk ada lg yg bagus ini!,-1,2
"Hampir semua komiknya aku suka, minusnya paling gabisa dibuka kalo sinyalnya kurang bagus. sinyal 4G baru bisa lancar",-1,2
"Apk nya udh bagus bgt ceritanya menarik"" pula, jdi ikut kebawa alir ceritanya klo lagi baca, but keluhan saya sama kek ulasan"" sebelumnya, knp apk ini doang yg loading nya lamaaaa bener yaampuun jdi suka marah sendiri pngen baca tapi loading nya lama, tolong di perbaiki ya trima kasih😊",-1,2
"Tolong diperbaiki dong, saya mau baca komik favorit saya selalu tidak bisa mulu alasannya ""Jaringan Koneksi Buruk"" padahal saya menggunakan Wifi loh!! Saya buka Apk Komik Yg lain bisa tanpa ada gangguan masa ini begini.. Di apk lain tidak ada komik favorit saya dan saya keluar trus masuk login lgi tidak bisa login tolong di urus🤬🤬",-1,2
"tgl 25 Agustus 2025jaringan bagus tp tak bisa di buka tulisan priksa jaringan anda terus kenapa ini bisa terjadi,,baru kali ini mengalami ini saya",-1,2
"Aplikasinya bagus, yang ngomong ga bisa di ss iya lah kan ini ada keamanannya kalo mau di ss di webnya di chrome adakan. Webtoon ini bagus banget menurutku apalagi suka update.",-1,2
"aplikasinya emang bagus sangat mudah dimengerti buat gambarnya juga jelas,tapi akhir' ini aku lihat banyak yang manhwa adegan dewasaa please setiap lagi seru' baca langsung ada adegan ga senonoh ga pantas banget apalagi buat anak kecil tolong ya pihak Webtoon lebih realistis lagi.",-1,2
"Ada apa dengan webtoon? Tiba2 aja ngebug, padahal koneksi lancar tapi gak konek2. Please diperbaiki lagi min, aku suka banget baca webtoon.",-1,2
"Mantap keren ceritanya dan juga, gambar art style yang sangat bagus.",-1,2
Ini app bener bener menghibur aku banget. buat WEBTOON boleh nggak dapat koin gratis tanpa kode soalnya klo pake kode suka salah mendingan ada misi nya aja misalnya baca 5 komik gitu baru dapat koin dan misi lebih banyak koin nya pun makin banyak gitu hehe.Trimakasih udh menciptakan WEBTOON ini kalian yang nggak download nyesel Segitu aja ya sekali lagi Trimakasih,-1,2
"Bagus sampai sulit move ke yg lain, tp entah knp skrg sulit loading, katanya jaringan gak bagus tp pas buka youtube lancar-lancar aja",-1,2
"Ui yang sekarang jelek, mendingan yang dulu. Buat liat eps mana aja yang udah di sukain gada, jadi ga tau mana bagian eps yang bagus atau ngga",-1,2
"Saya kecewa, saya tidak bisa klik event koin gratis. Selalu saja tulisannya tidak ada koneksi internet. Pakai wifi sangat susahnya giliran pakai data seluler kok bisa? Ada apa ini? Tolong perbaiki",0,2
"masalah koin ya engga kenapa napa , tapi masalah ss itulah harus di perbijak lagi soalnya banyak kata yang bagus buat di jadiin status hahaha terus juga dengan banyak yang ss pastilah banyak yang asalnya belum pernah baca jadi penasaran 😂",-1,2
Seperti apk kuning ya mas bro.. Tapi ceritanya banyak yang gak menarik dan membosankan.. Dan saat webtoon lama tamat episode terakhir nya di kunci pke koin.. Gpp sih.. Tapi tolong ya komiknya lebih bijak lagi dipilihnya dan dimasukkan ke webtoon..,-1,2
sangat keren aku yakin sangat susah untuk menjadi penulis tapi orang yang berbakat pasti selalu punya cara untuk menemukan kemudahannya 🔍👀❗kalian sangat keren,2,2
"aplikasinya bagus, komik komiknya juga menarik dan seru, tidak ada kekurangan, kecuali dua hal yaitu: || 1. Sy prnh mengalami bug scroll saat scroll komik, memang sgt mengganggu, ttpi stlh sy coba perbaiki dgn menghapus webtoon dri jendela aplikasi ttp spt itu, lalu setelah mencoba lgi sekitar 3-4x kembali normal || 2. Di nomor dua ini sepertinya tdk trlalu penting seperti di nomor satu, tlg tambahkan fitur foto profil, trmksh, ttp smgt utk tim Webtoon ♡ || *ditunggu update-an nya ya❗ makasih",-1,2
"Ada beberapa komik yang sebelumnya bisa dibuka tapi udh enggak bisa dibuka karena ada rating dewasa. Padahal verifikasi usianya enggak bisa diganti sama sekali, saya sangat kecewa",-1,2
aplikasi nya sudah bagus tapi kenapa banyak iklan ya?,-1,2
"Sukaa bangett sama aplikasi ini gk ngebosenin ,, bisa banget pas dibaca pas puasa sukaaa bangettt sama aplikasi iniii gk ada bosennya deh download aplikasi ini ,, wajib didownload bagi orang yang sediki sedikit bosenn rekomen deh aplikasi inii",-1,2
"webtoon kenapa sekarang jadi sering error? padahal jaringan bagus bagus aja tapi sering lama loading garis putih gitu, udah di uninstall baru unduh lagi tetap aja begitu, tolong di perbaiki lagi",-1,2
"Dari awal muncul aplikasi ini sy sudah download, tapi makin kesini makin seenaknya tamatin komik yg belum kelar... Misalnya Yumi's Cell... Kecewa... Auto Uninstall",-1,2
aplikasi ini sangat seru untuk di liat ada yang gratis ada juga nya pake koin tapi aplikasi ini sangat seruuu aku sangat menyukai nyaa!!,-1,2
"Nonton iklan buat baca episode, udah selesai iklannya gak bisa diklik",-1,2
"Suka banget dengan webtoon, dapat menjadi hiburan dan mengisi waktu luang 🧡 jujur udah ada 3 tahunan pakai aplikasi webtoon dan belum pernah sama sekali aku uninstall.",-1,2
"kenapa saat saya ingin top up koin memakai pulsa dikatakan eror dan pulsa saya tidak cukup, padahal saya baru saja mengisi pulsa lebih dari harga top up koin. saya sudah mencoba top up 3 hari berturut turut, tapi tetap saja eror. mohon untuk diperbaiki lagi🙏",-1,2
saya benci sama webtoon yang skrg . masa gabisa di ss gambarnya. pdhl itu kan bagus. sekalian mmpromosikan aplikasinya. saya harap webtoon bisa kembali bisa di ss gambarnya.,-1,2
Muehehehe suka banget ma ni apk. Bisa menghibur ketika lagi badmood dan bisa merefresh otak dari tugas² sialan-_. Jan baperan,-1,2
"Wawww, apk webtoon ini bagus banget! Untuk yg belum download, download ya.. Ku seneng banget bisa baca cerita diwebtoon ini.. Dan walaupun ceritanya kebanyakan cinta² semua, ada juga yg bisa dibaca anak² loh.. Dah sampai sini dri aku, makasih udah buat webtoon! <3",-1,2
"Untuk pihak webtoon. Kenapa makin banyak komik unsur dewasa, padahal aplk ini banyak anak di bawah umur yg make😟😟, dulu komik webtoon masih cocok untuk di baca karena ngak perlu ketentuan umur berapa aja yg baca , tp sekarang webtoon banyak komik unsur dewasa, saya sebagai pembaca yg cukup lama membaca webtoon merasa kecewa 😔😔",-1,2
"Demi apa, webtoon sekarang kaya mata duitan. Padahal dulu kalo udah tamat bisa di baca kapanpun, tapi sekarang harus pake daily ticket, udah gitu kalo ticket udah habis harus pake koin. Tolong lah, jangan terlalu banyak kaya gitu. Enak yang dulu, kalo yang udah tamat bisa di baca kapan aja, ga usah pake ticket ataupun koin. Saya sering baca ulang webtoon yang udah tamat, tapi jadi ga nyaman bacanya karena harus nunggu daily ticket lah harus pake koin lah. Ini yang bikin saya males baca webtoon.",-1,2
Ini kenapa sih? Suka berhenti tiba2.. jd hrs kluar masuk dr aplikasi trs. Stlh update malah makin parah. Pdhl sdh pakai wifi. Tlg diperbaiki.,1,2
Suka banget sama webtoon... Aku Suka banget baca cerita nya karena aku suka banget cerita yg bergambar kayak webtoon... Kalau aku boleh kasih saran tolong banget buat ada iń kasih hadiah buat pembaca webtoon dong .biar mereka baca nya tambah semangat.,-1,2
"apk terbaik buat baca komik👍 udh banyak coba apk lainn, tpii inii yg paling cocokk hihii, cuman sekarang tu lebih banyak ceritanya yg... yaa gitu, lebih suka cerita² fresh yg alurnya gabisa ditebak, tpi ttp ni apk fav buat baca komik🫰",-1,2
"Sering susah loading.padahal jaringan bagus.paket data banyak.tolong lah,di perbaiki aplikasinya.asli susah banget bacanya,sering keluar sendiri dari aplikasinya",-1,2
"Bagus lahhh, seru seru lagi ceritanya xixixixi tapi perbaiki mohon ya pihak webtoon kadang pas baca komik lemot, padahal kenceng internet kadang suka ngelag atau mungkin karena hp nya:"" sejauh ini gpplah.",-1,2
"Webtoon skrg komik yg bagus banyak yg hiatus, banyak webtoon baru muncul tp ceritanya kyk hampir mirip, masih bagusan yg dulu jd agk kecewa..",-1,2
"lumayan cerita nya, cuma sebagian cerita kayak Plaything dan Behind her highness smile cerita nya masih belom dilanjutkan untuk episode lanjutan nya, padahal itu cerita nya favorite saya selain yang lain. tapi pokok nya webtoon nya bagus lah ya.",-1,2
"Koin sy tidak bertambah, tapi pulsa sy sudah berkurang, pihak developer juga lambat dalam menanggapi masalah.",-1,2
"Setelah update tampilannya jelek. Padahal webtoon dulu tampilannya sederhana, mudah digunakan, dan enak dilihat. Sekarang malah kelihatan berantakan banget. Daripada sibuk ubah ubah tampilan, mending alokasikan waktu kalian untuk benerin bug dan cari komik bagus untuk diup di webtoon. Bosen lihat isi webtoon mayoritas kerajaan or something ++ 😮‍💨",-1,2
bajus banget aplikasi nya ceritanya juga seru seru banget,-1,2
"Min, komik chellenghe di perbanyakkan officialnya. Karena ada beberapa komik yg grafik dan alur mereka dah bagus, namun jarang diofficialkan jadinyakan mereka berpindahan kelapak lain",-1,2
"keren, suka sma gambarnya yg unik lucu😁",-1,2
"Saya sdh beli saldo google pay,tapi kenapa pas waktu mau nukerin di aplikasi webtoon mlh koinnya 0.00 pdhl sdh saya cek di playstore klo saldo saya 10.000, Tolong diperbaiki pihak webtoon atas ketidaknyamanannya!",-1,2
"bisa ga.. di akhir"" episodenya tambahkan fitur buka lewat iklan juga. jangan hanya pakai koin saja.. soalnya yang baca itu berbagai kalangan..",-1,2
"Saya sebagai pembaca Webtoon dari yang awalnya bentuk ikonnya seperti bubble chat sampai sekarang sudah berubah merasa terganggu dengan tiket harian gratis, sangat memuakkan untuk baca satu eps setiap malam! Sistem koin saya masih terima tapi ngga dengan tiket harian gratis! Ada Webtoon yang dulu sudah habis di baca dan ketika ingin di baca ulang malah harus menunggu setiap malamnya, sistem seperti ini sangat amat menjengkelkan!",-1,2
"app ini bagus bgt, apalagi komik2 ny seru. jadi aku bisa baca komik di handphone tanpa harus membacanya di buku.... Tapi kok makin lama semakin lemot Ya? tolong diperbaiki lagi klo bisa",-1,2
saya menggunakan aplikasi dari 2022 jujur cukup bagus tapi komik yang up baru² ini komik untuk wanita atau mc di komik itu wanita sedangkan komik cowok yang terbaru jarang up :(,-1,2
sangat membantu beberapa manhua yang mau sya Baca,-1,2
"cerita nya bagus, gratis lagi banyak cerita yang menarik untuk dibaca dan cerita tidak membosankan. Aku sangat menyukai cerita di Webtoon. ❤",-1,2
"Ini apk favorit ku,,apalagi drama ""eh sorry kesantet"",mnrt ku semuanya udh bagus,tpi klo bisa di hari spesial itu gratisin smua preview komik,krn skrg udh Deket tanggal tua,jadi kebanyakan orng pada bokek,sgitu aja sih saranku,tolong di balas ya pihak webtoon.",-1,2
"jangan di premiumin dong, JADI GA SERU!. padahal klo lagi seru serunya baca, gak kerasa iklanya habis, JADI HARUS NUNGGU 1 MINGGU..! padahal dulu seru banget, trus habis update jadi gak seru",-1,2
"Min tolong agar bisa diputar rotasi dikala pilih episode, hp saya setengah layar gabisa dipencet:v (terbanting) jadi tolong agar bisa diputar rotasi agar saya nyaman lagi membacanya-_-",-1,2
"Saya beri 2 bintang karena sebagai penikmat aplikasi ini saya meng-ss gambar agar tidak perlu mencari dari banyak episode sehingga bisa dengan mudah dinikmati di galeri. Selain itu, juga dinikmati sebagai wall paper. Saya kurang setuju dengan adanya fitur baru ini yg tidak bisa di-ss gambar""nya.",0,2
"Saya sangatt terhiburrrr Skali..aku berterima kasih untuk KK/abng penulis komik dan sekaligus pencipta Webtoon..komik nya atau alur nya sangat sangat romantis, dramatis,dan baguss Skali.. hanya saja kekurangan nya di komik paling bagus gak nyampe tamat Free nya..harus bayar pake koin.trush aku Masi pengguna..mau tamatin komik karena saking serunya eh aku kecewa karna terpaksa bayar pake koin/Pilih iklan untuk menonton.",-1,2
Aplikasi nya bagus syuka banget apalagi yng hobi nya rebahan atau gabut wajib download krna ya seru komik nya banyak ga itu itu mulu pokonya thebest deh awal nya saya ragu pas mau download ni aplikasi karen liat komentar negatif semua tpi sya pnasaran dan lngsung download dan ternyata seru gambar nya juga jernih,-1,2
"Untuk aplikasi udh bagus segala macemnya udh oke cmn tolong dong line webtoon banyakin komik lokal jgn manhwa kerajaan doang yg dibanyakin, bnyk author berbakat dri indonesia tp komiknya blm pda official trs kadangan di pertengahan jalannya komik sering diberhentiin paksa jd pembacanya merasa ga puas",-1,2
"haloo saya suka banget sama aplikasi inii, minesnya cuma kurang lengkap komik-komiknya & update nya yang lamaa polll. tolong untuk para translator/Mimin kalau update jangan terlalu jauh. misalnya server lain udah 90+, sedangkan server indonya baru 70+ atau 80+🙏 iyyaa saya tau memang gak gampang, ini hanya opini saya yaa. Selebihnya udah bagus kok👍",-1,2
ini kenapa ya seharian ini ga ada yg muncul gambar nya padahal koneksi internet bagus² aja,-1,2
"tiba tiba banget bahasa nya ke ganti jadi Prancis,yang udah ku baca belum ke lanjutin hilang semua, susah nyari nya,",-1,2
"Bagus bgt ini misalnya kalo saya gabut bisa deh sambil baca"" sama liat"" kanyak nya bakal jadi kesenangan aku sih tapi aku pengen ada tambahan pengen ada cerita anak SMP yang seru sama bagus bgt itu aku rekomendasi sih biar makin ningkat Webtoon ini semangat terus devloper 😄👍🏻",-1,2
"Aplikasi yang bagus, memiliki banyak komik dengan genre yang beragam, cara membaca komik yang mudah, dan selalu ada komik yang update setiap harinya, saran dari saya tolong perbaiki beberapa bug agar kami lebih mudah dalam membaca dan tambahkan juga beberapa komik baru, Sekian dan terimakasih",-1,2
ceritanya cukup bagus semua tapi kebanyaka manhwa yang aku cari gak ada,-1,2
suka banget sumpah cooooo.. nggk kalah bagus nya sama apk manwah sebelah.. ehh,-1,2
"halo admin, kenapa ya untuk akun aku iklan agar bisa baca gratis ke episode berikutnya tidak mau. bila klik tonton iklan pasti loading dan akhirnya tidak mau buka sama sekali. solusinya dong min",-1,2
update kali ini membuat iklan semakin mengganggu pada saat membaca,-1,2
"Ini bagus bgt sih,cuman bisa di perbanyak ceritanya, dan tolong jangan apdet setiap 1kali dlm w Minggu donk terlalu lama comang buat nunggu 1 episod doank.",-1,2
"Akhir akhir ini kenapa loadingnya lamaaaa sekali, padahal sinyal bagus di pakai apk lain lancar sedangkan buka webtoon loadnya trs, pdhal sudah update",-1,2
"Padahal sinyal gue bagus2 aja di apk lain, kenapa cuma Webtoon yang selalu lelet kalo mau baca komik. Komik samping lancar aja tuh",-1,2
bagus banget komik²nya!,-1,2
bisa ngga iklan shopeenya jgn terlalu sensitif.hingga ke sentuh pas scroll langsung kebuka.jadi makin jelek aja.ini apk klo gini terus.,-1,2
sangat bagus untuk liat komik jadi gak keluarin duit lagi deh buat beli buku komik tinggal liat sini aja daftarnya gampang banget lagi cuma 10 detik dah selesai,-1,2
Weh ini gimana nih? Masa mau baca komik favorit tapi gak ada daftar episodenya? Loading mulu kerjaannya 😫,-1,2
"Aplikasi the best ini pokoknya, ketimbang apk komik yang lain. Gaada miss translate semua jelas dan gambarnya juga ga norak. Plis banget buat pecinta komik kaya aku download ya. Gapunya koin tinggal tunggu aja sabar, ga sampe sebulan.",-1,2
"apk ini tu bagus, bisa baca komik yang keren² dan seru, tapi kok akhir² ini klo down komik gitu ya eh pas baca malah gabisa dibuka, pdhal baru di down, tolong lah perbaiki lagi, dlu mah ga kek gini",-1,2
Ada yang bila pas masuk ke apk ini berapa menit an gitu bakal keluar sendiri enggak lo coba deh hp kalin di perbaikin dulu kalo aku sih enggak soal nya ini tu bagus banget.semoga ulasan saya membantu kalian semua yaa☺☺okee. aku kasih bintang ★★★★tu yaa bintang lima okk makasih yang buat apk ini😊😊😊,-1,2
"kembalikan webtoon yg dulu.. saya download apl ini dari pertama muncul dan aku tau kualitas webtoon seperti apa.. sekarang banyak genre"" yg tidak pantas yg seharusnya tidak ada di apl webtoon, jadi seperti bukan apl webtoon yg selama ini sudah dibangun kredibilitasnya..",-1,2
"Thanks buat author, semua komik yang di buat d apl webtoon ini menyenangkan rasanya kebosananku hilang kalau udh baca komik para Author dan makasih untuk pembuat apl webtoon ini ,makasih bnget udh ciptain apl ini 😊😊 seneng banget aku tuh😁😁",-1,2
"Kok webtoon skarang jdi sulit muncul gambarnya ya? Jdi overload bngett,,pdhal buat yg lain lancar"" aja kok, buat youtuban jga lancar gk buffering sama sekali. Tpi klo mau liat webtoon kok gk ada gambarnya?? Tolong diperbaikii!!!",-1,2
"Setiap mau nonton iklan didaily pasti iklan nya langsung masuk ke aplikasi lain,waktu mau masuk webtoon lagi iklan yang sebelumnya nggak bisa digunakan jadi harus nonton iklan lagi,padahal sebelumnya udah nonton iklan sampe selesai",-1,2
"Min tolong episode yang pakai koin agar bisa di buka dengan iklan sampai episode terakhir, dan buat juga fitur premium untuk bisa membuka semua episode tanpa iklan seperti apk wibuku dengan harga Rp.12.000 1 bulan, Rp.30.000 3 bulan, Rp.55.000 6 bulan, dan Rp.99.000 12 bulan.",-1,2
Assalamualaikum namaku adinda .ooia tentang aplikasi ini aku kasih bintang 5 karena aplikasi webtoon ini sangat bagus sekali .setiap hari baca komik yang manis manis bikin seneng walaupun tetap dirumah.dan terimakasih atas pembuat aplikasih ini .,-1,2
"Udah bagus sih bagus banget malah tapi ada yang kurang mohon untuk tambahin webtoon manga,sama manhua, kebanyakan di sini manhwa semua. Dan satu lagi tolong banyakin mebtoon kerajaan dari lokal ya jangan kebanyakan dari korea mulu",-1,2
"Mantep banget dah di komik. Gampang dicerna, ceritanya keren², ga ngebosenin, dan gratis pula. Apalgi nobles, suka bgt gw. Ga perlu beli² koin atau apalah itu. Pokoknya top abis. Tingkatin terus yaa, munculin dah cerita² lain yg menarik. The best dah Line webtoon. sukses terus!!!",-1,2
Aplikasinya bagus saya suka! Tapi setelah update ini gambarnya agak lama ya😅 aku harap aj bisa balik lagi kek dulu walau jaringan kurang bagus tapi tetep cepet gambarnya ada😅 semangat kak!💪😄,-1,2
"Saya baca komik, gambar di bawah masih loading download, eh malah gambar yg di atas malah download ulang, trus download gambar yg di bawah gagal, gimana baca mau nyaman.",-1,2
"Tidak terasa udah menggunakan aplikasi Webtoon ini lebih dari 1 tahun , dan makin menarik komiknya , untuk para athour mohon bikin komiknya jangan nanggung-nanggung , kalo niat bikin sampai terus berepisode-episode , biar semakin menarik para pembaca . Terima kasih",-1,2
"Nah gini dong gak Ada masalah lagi soal scroll yg kena bug or gambarnya loading lama, kan jdinya enak bacanya, ama suka banget ama Komik ini udh dari lama, bagus banget moga gak ada masalah lagi ya",-1,2
"Tambahin ada fitur "" slide show "" ya buat yang offline: maupun online,soalnya pegel juga kalau lagi scroll gitu dan kalau bisa fitur slide show nya bisa diatur,misalnya per satu slide bisa diatur berapa detik gitu baru pindah ,selain itu semuanya bagus sih",-1,2
"Saya sangat suka dengan aplikasi ini, cuman gk sama kayak yang di iklan di iklan ada pengisi suaranya tpi stelah di download gk ad, itu aj sih yang bikin kecewa:(",-1,2
"Kalo bisa sih angkat aja yg ada di webtoon challenge lebih bagus malah, dari pada copy webtoon yg ada di lapak sebelah mana harus sewa dan pake tiket lagi.. Tolong yaa",-1,2
"Lama mau bacanya juga ngeloading terus,di website sama terus udah ngedownload aplikasinya juga tetep sama ngeloading terus. Padahal ceritanya pada bagus bagus",-1,2
y jangan nanya lagi pokoknya bagus hihi,-1,2
Aplikasinya bagus dan ceritanya oke tapi saya sarankan jangan lama lama waktu untuk baca gratis masa butuh nunggu 1minggu atau lebih tolong di perbaiki,-1,2
Udah 2 harini gak bisa di buka appnya. Pdhal gak ada disuruh update. Gak bisa kebuka app webtoonya :( kenapa ya?,-1,2
"Aplikasi ini sangat bagus tetapi untuk pemula kayak saya mohon ada penjelesannya,kadang kadang saya biñgung tapi keren kok!!!oh ya untuk tiket hariannya dihapus bisa?itu menggangukan saya. But nice. THANKS YOU FOR READING!! By: Tsabithaa?!",-1,2
"Maaf, tapi kenapa ya udah di sinkronisasi tapi tetep hilang jejak terakhir dibacanya? Dulu pernah uninstall dan udah di sinkronisasiin. Trus diinstal lagi, eh jejak terakhir dibacanya jauhh kebawah:') alhasil cari mandiri deh terakhir dibacanya kapan. Selain itu bagus bagus semua coy, banyak jenis jenis komik yang bagus, pokoknya bintang lima deh.",-1,2
"saya pengguna webtoon dari jaman SMA,tapi beberapa minggu terakhir webtoon sering loading ,mau baca juga susah dibuka :) saya pikir jaringan saya yang bermasalah tapi buka youtube dll tidak ada kendala.Mohon segera diperbaiki demi kenyamanan pembaca,terima kasih.",-1,2
"Ini kenapa Webtoon gambarnya lama muncul, sinyal saya 4G padahal , aneh. Apakah ini bug? Tolong segera di perbaiki, saya tidak nyaman membaca, biasanya saya membaca setiap hari, sekarang jadi malas baca karena lama gambarnya muncul, membaca harusnya 5 menit , jadi 15 menit , menunggu gambar , gila.",-1,2
keseringan sinyal buruk ya sekarang?,-1,2
"Avv , saya coba dua kali nih apk.. satu di hp saya dan ini di hp adek sayya.. avv baguss bangett ! Ada yang genre horor, romantis, dll , pokoknya nih apk baguesss bangettt. !",-1,2
"Ada bug,sudah dilaporkan tapi tidak ada tanggapan, baiklah kita UNINSTALL, lebih baik baca lewat browser saja. lebih lancar dan masih bisa di screenshot eh...",-1,2
"Saya kira saat saya kasih ulasan bagus webtoon ya bagus,, tapi setelah dibuka webtoon nya kok ga ada gambar padahal sinyal saya bagus ga ada kendala ini kenapa ya kok bisa gini,, saya pikir mungkin saya tunggu sebentar ada gambarnya sekali saya tunggu udah lama ga ada gambarnya ini webtoonya kok lama lama jadi menurun gini tolong diperbaiki ya,, jadi kecewa saya, (╯︵╰,)",-1,2
"Ceritanya menarik, bagus, seru hanya saja knp saat saya mengikuti event coin sudah selesai dan coin saya tidak bertambah? sudah 2x terjadi tolong diperbaiki 🙏🙏🙏",-1,2
"Mengalami bug, tidak mendapatkan hadiah dari event yang sedang berlangsung padahal sudah menuntaskan semua misinya. Event webtoon VIP, di aplikasi masih harus beli 1 eps lagi padahal sudh beli. Tolong di bantu karna saat ini terjadi, saya coba beli 1 eps lagi karna mungkin saya salah ngitung, tapi ternyata tetap saja tidak tuntas misinya. Terimakasih.",-1,2
Aku kasih Bintang 4 bukan karna tidak terlalu bgus tapi ini sudah bagus kok untuk komik jadi aku suka sekali dengan alur Dan gambar Cerita nya.,-1,2
"sangat bagus, saya terhibur dengan semua genre yg ada disini, dan karakter nya begitu bagus dan saya lebih menyukai genre kerajaan haha terimakasih telah membuat aplikasi ini",-1,2
banyak iklan tpi sngt seru 👏,-1,2
"Kecewa si skrg, katanya kalo liat iklan bisa buka gratis,,, tapi di coba gak bisa, diputar sampe habis iklannya berulang²",-1,2
"Huwaa komik ini super² bagus👍aku sebenarnya udh 2 thn bca ini, pertama kli komik yg aku baca itu judulnya my unknown husband tpi syg nya itu sdh dihps sedih skli hhu T_T Lalu aku terinspirasi dngn TSOA, wahhh sungguh bnr² keren🤩tpi syg skli skrng webtoon sdh tdk bsa di screenshot klo dlu msi bisa Sedih sih hhh T_T tpi gpp lah yg pnting msih bisa baca komik yg keren ini hha",-1,2
App paling aku sayang 💕 Udah hampir 4 tahun aku baca webtoon dan gabisa hidup tanpa webtoon ahaha. Cuman SEDIH banget TAP SCROLL nya kenapa hilang coba? Jadi gak nyaman krn udh bertahun-tahun aku baca dan biasanya tinggal TAP SCROLL skrg gabisa lagi. Please balikin lg TAP SCROLL nya dong 😭 I hope someone can fix it pleaseee.,-1,2
"aku suka banget sama apk webtoon apalagi klo yg judulnya ""the secret of angel"" karna komiknya bagus banget tapi aku sedikit kecewa sama pembaruan kali ini karna tidak diperbolehkan untuk screenshot padahal kalo ada gambar jukyung atau yg lain yg menarik pasti bakal aku ss untuk aku jadikan wallpaper jadi tolong donk di setting untuk bisa ss lagi plisss nanti kalo udah bisa di ss aku bakalan kasih bintang 5 dan aku bakal promosiin apk webtoon ke teman² aku plis ya sekian terima kasih 🙏🙏",-1,2
mantap komik tersedia di sini bacaannya gambarnya juga bagus kapan ya aku bisa gambar kayak gitu juga 🥺,-1,2
menurutku ini apk yg sangat bagus untuk membaca manga... iklannya juga sedikit jadi tdk terlalu mengganggu... rekomendasi banget ini mah apk nya😆💗,-1,2
"ini kenapa ya, webtoon sekarang peletakkan nya jadi aneh begini? padahal dulu udah bagus dan nyaman banget buat para pembaca, tampilannya juga berkualitas, menarik para pembaca. ini kok sekarang bikin gak minat baca ya? malah telihat seperti kekurangan dana... 😓🙏🏻",-1,2
Webtooon nya bagus banget tapi ... bisa nggak Webtooon sama seperti mangatoon bisa pakai koin dan poin . Poinnya bisa didapatkan dengan membaca Webtooon,-1,2
"baca webtoon sangat seru, tapi ada komik dewasa 18+, dan banyak remaja yang belum dewasa membacanya. tolong hapus komik dewasa nya",-1,2
