ulasan,label
"udah Webtoon ku gak bisa liat iklan , fitur tiket harian nya malah di ganti jadi fitur iklan. Aku oke oke aja sama update nya, tapi kenapa harus tiket harian nya di ganti. gimana aku mau baca !! padahal aku udah ada 2 tahun Lo baca Webtoon. aku udah sabar walau sehari baca cuman 1 eps , Sekarang gak bisa baca lagi karna iklan sayang banget Lo sekarang cuma bisa baca yang 1 minggu sekali, hahh jadi males baca.",2
"mau baca deskripsi nya malah kepotong? dan ga ada lanjutannya gimana sih?. udahlah tampilannya membingungkan, tiba-tiba ada iklan. banyakan romance daripada horror, udahlah lokal jarang di update sekalinya ada malah ditamatin ga sampai season 2. apa-apa sekarang tiket harian udahlah mau marathon, koin sesusah itu didapet, pernah main game yang katanya dapet poin, tapi apa? ga dapet tuh. scam banget sial. mana makin mahal, ada iklan aja bersyukur tapi nyebelin tau ga si? makin mahal koinnya. wkwk",1
bagus banget tapi rada ngelag pas ngebaca komik nya untuk para petinggi Webtoon tolong di stabilkan lagi aplikasinya supaya masalah seperti ini tidak terulang kembali lagi dan juga kemampuan operasional nya sangat rendah setelah saya lihat padahal saya sudah menghapus seluruh game saya tetapi masih saja kemampuan operasional nya sangat rendah dan jika ini masih terulang maka Webtoon akan mendapatkan Rating buruk jika tidak di betulkan kemampuan operasional nya jadi ini saya kasih Rating 4 aja👍,4
"jujur, aplikasi ini sangat bagus untuk baca manhwa"", dan sedikit saran dariku untuk developer, saranku untuk kedepannya diberi fitur scrol otomatis yang bisa di atur sesuka hati untuk kecepatan scrol nya. Itu saja saran dariku🙏",5
"kenapa tampilan nya harus d ubah sih? padahal yang sebelum nya udah ok banget, sumpah gak nyaman sama tampilan webtoon yg skrg, enakan yg sebelumnya simple tapi lengkap gitu, gak kya skrg yg ah sudahlah pokoknya kecewa...😭",4
"saya pengguna lama sejak 2017, walau sempat ganti akun dan ganti hp beberapa kali saya tetap setia baca komik disini... awal okeelah bintang 5 dr 2020.. TAPI akhir² ini kenapa hasil download panelnya cuma 1 dan keulang² terus?? Ga hanya 1 episode tapi SEMUA EPISODE YANG SAYA UNDUH semuanya jadi seperti ini, andai bisa rekam layar saya bisa kasihkan buktinya apa ini BUG? jika iya, tolong segera di perbaiki awal mengunduh tidak terjadi apa² cache juga tidak ada.. bagaimana ya? ada saran?",3
"sekarang makin bagus lah, tapi kenapa setiap mau buka pake iklan suka lama banget loadingnya, padahal jaringan bagus. udh pake data sama wifi masih gk bisa, trus udh ganti akun juga sama aja. itu kenapa ya? ngebug kah? tapi sering di cobain juga sama aja.",2
"aplikasi inii bagusss!! cuma harus di update lagii biar lebih banyak lagii manhwa manhwa nya, lengkapi lagi ya manhwa manhwa nya tolong bangett, kalau di webtoon ini baguss!! cuma banyakin lagi nonton iklan nya dari pada bayar! yaaa!!🤭🤭",4
"Tolong ya, tampilannya ga nyaman banget sekarang. Mending tampilan webtoon dulu, sekarang tampilannya terlalu rame dan ga guna. Kembaliin ke setelan awal please. Kalau masih sama kayak sekarang tampilannya, aku gaakan naikin ratingnya 🙏🏻",1
"balikin tampilan Webtoon ke awal, ga enak kali tampilan sekarang ga nyaman buat baca, kenapa sih harus update tampilannya, kalo yang dulu kan enak tiap ada episode baru digulir ke atas ini malah di gulir ke bawah ga enak banget, jelek lagi tampilannya, balikin ke tampilan semulaaaaaaaaaaaaa, tolong di himbau yaaaa, sebagai pembaca Webtoon saya merasa ga nyaman dengan pembaruan ini",2
"sekarang episode gratisnya kenapa tetep ada iklannya dah? mana bentuknya video dan harus nunggu buat ditutup, nunggunya lama lagi, udh paling bener iklan tu ditaruh buat yang fast pass pake ad, itu udah cukup, ini kenapa yg gratis, ga pake iklan tetep ada iklannya sih?",2
"tolong diperbaiki, untuk deskripsi setiap cerita ga kebaca setiap kalimat akhirnya, kek kepotong gitu ceritanya. dan saya gasuka tampilan sekarang, setiap love di beberapa chapter yang saya kasih jadi ga keliatan lagi😖",5
"Aku suka banget sama aplikasinya, banyak komik seruu dan menarik!! Tapi menurut saya, update-an kali ini kurang menarik, karena saya merasakan ""vibes"" yg berbeda dari WEBTOON, saya ingin WEBTOON kembali ke tampilannya yang dulu. Dan saya juga sangat berterima kasih karena sudah membuat aplikasi yang menyenangkan seperti ini, karena disini banyak cowo ganteng yg sesuai tipe saya, meskipun ga nyata, yaa gapapa kan yah?😜😜 #CegilnyaEric",5
"Indah. desain aplikasi terbaru agak membingungkan karena menumpuk di atas, dan iklan atau poster yang biasanya ada di atas yang sangat seru itu dan membimbing kenapa pergi? kalau bisa penempatan Webtoon baru dan yang sudah senior di bedakan jadi itu lebih simple",5
"entah kenapa setelah update webtoon malah sering nge bug, kalo mau baca chapter yang pake iklan selalu lemot, padahal wifi lancar jaya, webtoon nya juga udah di update, hm.. semoga di perbaiki lagi ya!",4
"apa ni webtoon, skrng di aplikasi ny stiap skali baca 1 chapter masa da iklan, please la itu kan aplikasi resmi bukan ilegal, kalo ilegal wajar ada iklan, lah ini komik yg gratis pun skrng pake iklan, mlh yg di daily kaga kna iklan,gimana sih, update mu menyusahkan min",1
"Webtoon saya sangat kecewa kepada mu, jadi kan aku download banyak chap, tapi semua chap yg ku download ini itu gambar nya rusak atau ngulang ngulang, udah berapa kali ini aku kayak begini, tolong segera diperbaiki, karena saya itu download untuk hemat kuota malah kayak gitu, kecewa banget saya!! tolong pihak developer segera menjawab dan memperbaiki bug ini!!",1
"saya tau kalo webtoon menyediakan manhwa yg lumayan lengkap,tapi semenjak ada update malah ada iklan di atas panel nya.jadi,saya cuma memohon agar iklan nya nggak di taro di situ karna mengganggu kenyamanan pembaca. sekian terimakasih.",2
"tolong bngt ini ma, tampilan webtoon dikaya dulu in aja pls lebih nyaman dan lebih mudah dipahami. terimakasih untuk updatenya tapi demi kenyamanan kita semua ini ma klau mau di perbarui mnrt saya adakan fitur untuk author lokal agar komiknya em apa ya bhsnya, kelihatan la sm para readers, yaaa? pwis",4
"tolong perbaiki bug nya lagi soalnya aku baru masuk malah keluar sendiri dari webtoon nya, gak tau kenapa. udah di coba berkali-kali dari kemarin tapi masih terus keluar dari aplikasi nya. padahal aku udah update sama ngurangin memori, tapi masih gitu. Mohon di perbaiki lagi 🙏😭",3
"sekarang sering nge bug jadi gambarnya ke ulang' min, padahal udah aku reset keluar apk masih aja gitu, ngeganggu bgt pengen baca dengan tenang, total ada 2 komik yg gitu padahal yg lain aku liat di komen gapapa, tolong di perbaiki",2
"saya hobi membaca,jadi aku sering membaca di webtoon karena cerita yang sangat bagus indah,isi dan cerita nya juga mendukung di karakter nya jadi sepertinya menurut saya lebih baik bintang ⭐⭐⭐⭐⭐(5) itu pun udah bagus dan mendukung,dan semangat dan teruskan cerita yang di webtoon dengan top dan menarik!!",5
"saran buat Webtoon. tlong tmbahin mode baca or fokus baca. nggk nyaman bgt klo tiap scroll muncul bar atas bawah. bar isi nya fitur kecil²lan. Kya komen, like eps, kursor eps sblm & sesdh untk bgian bawah. titik 3 atas untk unduh, share, ss, info eps, & daftar eps unt atas. hal itu gnggu bgt, klo dikasi mode fokus baca kan enak, klo nggk sngaja mencet, bar nya nggk muncul. rasanya ke jedag-jedug klo lgi nggk sengaja mencet berkali². klik batal bisa diksih pojok kiri bawah. & i hate jedag-jedug.",4
"gatau kenapa makin di-update makin jelek, aku udh make Webtoon dari 2018 pas Webtoon lagi seru serunya, waktu masih banyak komik lokal, ga ada tiket harian, dn ga ada komik dewasa. tpi makin kesini makin menjadi jadi, Webtoon seperti hanya mementingkan uang daripada kenyamanan para pengguna. bahkan sekarang sistem tiket harian diganti jadi iklan dan koin hadeh, untuk kedepannya mohon pikirkan juga para pengguna, kan kasihan nnti komikusnya kalo para pembaca jadi pindah ke web ilegal krn ini.",1
"tolong ya webtoon, pas orang lagi baca komik terus mau lanjut ke eps selanjutnya, JANGAN TIBA TIBA ADA IKLAN. jadi kesel pas mau pencet eps selanjutnya malah kepencet iklan! jadi keluar app webtoon nya, itu yang bikin MALES, jadi bintang 4 dulu ya sorry, tolong lebih diperbaiki ya, salam hangat.",4
"eh jelek bgt update yg terakhir. 1) dulu udah cakep ada covernya disusun horizontal ga menuhi layar + bisa langsung fokus ke preview, eh malah diganti. 2) deskripsi dan like ga bisa dilihat dgn jelas kayak dulu. kenapa gak langsung ditaruh di bawah sampul aja? aneh 3) ini yg paling kocak. fitur rating dihapus. 4) pake trailer trailer segala. mana ditaruh gede gede berderet dibawah deskripsi hadeh. masih banyak sih tapi pasti ga bakal dinotice, ga bakal juga diubah. cuma numpang marah² aja deh",2
"plsss webtoon kenapa penampilannya jd kek gitu??masih belum terbiasa jujur dan lebih enak yg dulu. teruss jugaa jd banyak iklannya?!?!???? masih oke lah yah kalau tampilan, cm IKLAN inii ganggu banget seriusan!!!! mana sekarang cepet banget webtoon tamat trs jd tiket harian, ga nyampe 1 bulan pulaa, sebelll!!!",2
"PLS TAMPILAN SERIES BARUNYA NGGAK BANGETTTTT😭😭 knp diubah si, org udh fine tampilan series sebelumnya.. udh cukup tampilan homepagenya dirubah dan dipersulit, ini nambah lagi tampilan seriesnya diotak atik, malahan kek downgrade gitu ggra mirip web bajakan yg kuno gituuuu huhu😔, pls lah jan ubah ubah tampilan aplikasinya pls💔",2
"update mulu jadi pas udh beradaptasi dan terbiasa sama update sebelumnya jadi hrus adaptasi lagi, terus suka banyak iklan iklan webtoon lain yang 18+ kalau minor yang ngelihat gimana coba itu. awal awal gapapa, tpi lama lama risih. pedahal kan ini web resmi buat baca komik bukan web komik yg ilegal abal abalan. mohon diperhatikan lagi ya, smoga juga nanti webtoon banyak ngeluarin genre yang lebih bervariasi dan bukan cuman kerajaan dan romantis (18+)",3
"udah pake dari lama, gak pernah ada masalah di fitur, trs tbtb ada aja updatenya, membingungkan loh, ada (new&hot)nya spt reels padahal gak kuliat juga kalopun ada😩 lebih fokus pengen baca soalnya, ep 1 taroh paling atas trs yg terbaru jadi paling bawah, padahal lebih nyaman kalo yang eps terbaru itu di taruh paling atas loh (menurutku), update hariannya juga mana🥲 aaa, sorry for the rating tapi pusing liat webtoon versi terbaru ini",2
"Bagusan versi lama sih, pas diupdate- komik yang udah pernah gua baca sebelumnya gaada ""preview"" nya, jadi gabisa liat preview komiknya. Sebelum diupdate kan dibawah sinopsisnya ada preview komiknya. Lalu manhwa lookism kok ga bisa dibuka ya?, kalo buka harus dari ""favoritku"" dulu baru bisa dibaca. Versi lama lebih bagus sih menurut gua, lebih enak dilihat aja.",2
"webtoon tolong bgt ya ini iklan per eps nya sekarang tuh aneh ya? perasaan kemaren iklan nya cuma yg biasa"" aj palingan durasi nya 30 detik tp kali ini sy harus nonton iklan dari aplikasi melolo yg durasi nya lebih dr 10 menit itu? masa iya selama itu? yang bener aja deh? sy punya koin tp sayang y jadi sy pake iklan, tp kalo iklan nya se lama itu siapa yg mau baca? udh keburu ga mood.",5
aplikasi ini mempublish komik yang memiliki kasus atau isu paligat dari komik lain yang tidak terkenal! belum lagi komik yang memuat konten dewasa dan menormalisasi kan pelecehan sebagai simbol cinta! ini benar benar tidak baik! seharusnya lebih teliti lagi!,1
"jujur saya udh punya apk ini dari 2019 dan dulu ini apk favorit saya karena komik"" nya bagus banget., tapi taun ini tepat nya bulan Mei akhir lalu saya jadi kecewa banget sama webtoon karena fitur nya berubah, dari yang setiap komik berkunci bisa di buka iklan 3-4 chapter berubah jadi 1 dan sekarang malah gak bisa sama sekali, di tambah sekarang komik"" baru berkunci jarang ada yang free.. jadi males banget buka webtoon nya juga",4
"semakin di update kok semakin jelek nih aplikasi!😩 dulu tampilan Webtoon yang sederhana lebih baik daripada tampilan Webtoon yang sekarang, semakin rumit saja. genre nya juga jadi semakin rumit, kalo dulu sederhana tapi jelas. mana nih aplikasi makin lemot lagi, setiap mau baca loading dulu, padahal jaringan internet ku baik baik aja. tolong kembalikan tampilan dan genre yang dulu aja!😡",2
bagus bgt gambar nya banyak event lainnya udh gitu event nya dapet koin gratis lagi tapi sayang di beberapa event koin gratis nya terbatas dah gitu kadang dapet koinnya dikit dan waktu koinnya cuman 3 hari an sedangkan kebanyakan episode perlu banyak koin. jadi inti nya banyak in waktu buat koin event yang emang dapetnya dikit. selebihnya bagus semua aku suka grafik nya bagus² bgt,4
"bacaannya bagus aku suka bisa dipilih sesuai genre kita. tapi kenapa kalau kita udah lebih dari 3 kaali nonton video udah gak bisa nonton video lagi, harus beli pake coin. dan menurut ku harga coin nya gk worth it",4
"jelek banget tampilan baru yg udah diupdate oiiikk😭😭😭 eneg bacanyaaaaaa, mau bukanya pun eneg, plis balikin ga ke settingan awal, ini mau ngeliat udah dilove apa belum aja pun juga ga bisa dari luar, mesti dipencetin dulu satu"".",1
"saya suka membaca komik atau cerita di dlm aplikasi ini tetapi saya kesal karena waktu ingin membuka episode dgn iklan ,iklan yg muncul selalu yang squid game ,iklan squid game itu selalu loading dan walaupun sudah ada tanda silang tetap saja loading dan blm bisa membuka eps tersebut :(",4
"ini cukup menarik, pas banget buat yang lagi gabut, bosen atau apapun itu, juga menurut ku WEBTOON asik, banyak pilihan komik tersedia, dan iklan nya... dikit menurut ku. jadi okelah buat aku.",4
"ini tuh bagus banget wajib di download soalnya mengispirasi dan juga bisa dapat ide dari aplikasinya kita bisa baca cerita komedi, aksi, romance dan lain -lain tapi ini sesuai pendapat masing-masing ya kalau menurut saya ini bagus tapi agak susah dapetin koinya tapi okelah gk papa kok nantik juga setelah beberapa hari kita bakal gratis bacanya jadi wort it buat di download itu aja sih dh selamat menikmati membacanya ya guys :)",5
"update barunya ga enak, kadang udh pencet komik yg mau dibaca tbtb putih semua, gbisa liat cover eps nya. ya, walaupun masih bisa baca lanjutan eps dari trailer nya tpi rasanya ga enak gitu, putih semua, sering banget bug buat emosi. kadang mau liat komik segini tinggal brp episode lagi jdi gbisa.",4
"kenapa ya setelah perbaikan malah ngga ada gambarnya, loading gagal pdhl jaringan bagus, pake wifi juga tolong dong untuk perbaikan selanjutnya saya berharap webtoon pulih spt sebelum²nya, sementara bintang 3 dlu klo udah normal lg, kukasih bintang 5, makasihh",3
"jujur aja update nya jelek banget :( agak ganggu pas baca, sama bar notif juga, padahal dulu ngga ada gituan, tp itu ga masalah sih, cmn sekali lagi yang lumayan ganggu itu kalo geser ke atas muncul tampilan yang buat next sama episode nya bener bener bikin ribet baca :(",2
"Webtoon skrng update an nya jelek bgt, udh ga kaya dulu masa tampilan episode nya ke bawa si bukan ke atas lagi. trs kalo udh baca jdi ga keliatan udh di like atau belum kaya dulu, duh jelek bgt deh. semoga di ubah lagi tampilan episode nya kaya dulu.",1
"menurut saya lebih nyaman pakai tiket harian daripada harus menonton iklan terlebih dahulu, karena iklan tidak selalu tersedia saya sudah berulang kali mencoba membaca dengan menonton ikLan terlebih dahulu tapi iklan tidak pernah tersedia",3
"UI nya jadi jelek, bagusan yang sebelumnya, yang sekarang Kita tidak bisa lihat Like nya di home komiknya, jadi gk tau sampai mana bacanya, padahal like nya biasa aku buat tanda kalau udah dibaca",3
"Bener2 kecewa sma update terbaru nya sangat jelek dn bnyk perubahan yg gk berguna seperti faktur tiap minggu nya d ganti jdi new dn bnyk lgi yg d ganti terutama tampilan beranda nya kya mensos, aneh gk nyaman sma tampilan barunya. mohon webtoon d ganti ke fitur lama nya yg sekarang bkn x makin bgus malah bnyk yg d buang dn d gnti yg gk berguna. tolong kemabli kan webtoon tampilan sebelum x. 😢",1
"ini gimana coin hunter acara nya ga jelas, masa udah ngelakuin misi nya ga ada hasil, misi screenshoot aja salah mulu padahal udah sesuai aturan, kalo ga mau ngasih koin gratis ga usah banyak iming²..",3
"Tampilan nya jadi jelek setelah update, padahal udah bagus tampilan sebelum nya. Sekarang baca sipnosis yg panjang aja sulit. Pokoknya dari segi apapun, gua ga suka update an nya",1
"jujur ya aku udah download apk ini tu dri jaman aku SMP smpe skrng aku udh kuliah dan masi sering aku buka buat baca tapi beberapa tahun ini fiturnya makin oke yah bahkan tadi pas aku buka ajh udh beda lohh kerenn sih tampilan udh kya Netflix .Aku pribadi rasa aku lebih suka tampilan yg dlu mungkin Krn udh terbiasa kali y? tapi bkn bbrti tmpln yg skrng itu bad ,no ya bgs kok cm sedikit buat aku bingung sm tata letaknya yg skrng mknya aku sukanya sm fitur yg lama, simple ajhgituu",5
"seru dan bagus,tapi saat jaringan saya bagus kok malah gk bisa lanjut baca?seharusnya kalau jaringan saya bagus masih bisa lanjut,pdhl saya udah rela relain sampe beli paket/kuota gara gara pake wifi nge lag,ternyata pakai paket/kuota juga gak bisa,itu bkin saya merasa kecewa,tolong di perbaiki🙏",3
"biasanya kan kalau baca webtoon tuh cari eps pertamanya tuh harus cari dibawah, nah sekarang jadi di atas. suka sih, tapi yagitu deh asing banget dilihatnya😔 webtoon please fitur digulir otomatisnya!!",4
"ini makin di update makin gak jelas, kenapa jadwal up dari senin sampe minggu gak ada? padahal itu bagus karena bisa liat bebas tanpa perlu kita cari judulnya, plisslah kasih balik lagi kek waktu itu, malah di ganti ke video padahal bisa aja tuh promosi di sosmed lain hadehhh moga cepet deh yaa balik lagi tuh jadwal klo gni jadinya malah malas karena yang di tampilin cuma yang populer aja trus batasannya cuma sampe 30 an apalah padahal banyak tuh karya bagus bagus tapi gk populer",1
"apknya bagus, aku uda dri 2019 baca manwha/manga di webtoon,, tapii kok makin ke sini makin bnya bugnya yaa, trs iklannya itu lho knpa stiap selesai nonton iklan lngsung ke playstore suruh donload apknya? tlong ya aku mls bgt tau jdinya bolak balik playstore-webtoon 😡🙄 edit ulasan tambahan : PLZ KNPA APDETNYA MALAH KY GINII, tbh aku lebih suka tampilan yg dulu,, soalnya aku bingung mana yg udh di baca sama yg belum,, pkoknya sebagian fitur ada yg di hilangin humpp sebell 😤😡🤬🙄",4
"mohon maaf nih ya pihak webtoon. kalo mo update yang enakan kenapa malah bikin ga enak dan makin bingung sama tampilannya. Upgrade buat lebih baik malah bikin malas baca, padahal saya udah baca di webtoon dari 2017. Tp ini menurut saya update yang paling ga nyenengin selain adanya iklan dan masuknya daily 18+ :D",2
"Update ga guna bangett, nambah ribet ga efisien. fitur jadwal itu mana???? ga semua Pembaca hapal judul, lebih mudah menghapal dari jadwal hari update episode.#Pembaca setia dari tahun 2017",1
"tolong kembalikan webtoon yg dlu, dulu fiturny lebih membantu dan berguna termasuk jadwal update, skrng udh ga ada, setelah webtoon di update saya agak susah dan bingung karna melihat chapter yang berantakan jadi sulit untuk menentukan chapter ke beralanga",3
"YAAMPUN pusing banget sama update an terbaru nya, kyk penempatan nya itu loh bikin PUSINGGGG jadi emosi kalo mau cari manhwa baru apa mau baca manhwa jadi enggak MOOD banget, ini dong tolong di balikin kyk dulu. yg itu loh *saran telusuri semua(romantis, drama, kerajaan) jadi membingungkan kalo seumpama kita mau cari manhwa yg 'derama' gitu tatanan nya itu kyk roti sobek bukan kyk coklat, deskripsi cerita nya haru pencet manhwa nya baru muncul ihhh sebel pokonya, sama ada masalah lain juga sih..",4
"aku sukaa sih, tapi kayaknya masih ada yang berbayar gitu.. aku kasih bintang 4 dlu dehh. apk nya bagus kokk, lengkap, cuman minus nya agak banyak iklan dan tolong gratisin semua nyaaa 😭😭",4
"overall bagus apk nya, 9.9/1O, dah pake dari 2018, but? new update? jadi agak ribet aplikasinya. look different banget dari sebelumnya dan webtoon yg ada di pikiran aku selama ini kek ilang vibes nya, lebih suka model lama dari pada yg sekarang, mww balikk ke model awal 🥺",5
"Terakhir kasih review di tahun 2017 saya kasih bintang 5, selama perubahan ga pernah komen apapun. Tapi untuk updatean kali ini, sy komen krn dirasa udah bener² mengganggu kenyamanan selama membaca. Iklan yg ada pas mau baca itu ngalangin & durasinya lama banget pula, ganggu banget asli. Tolong dong, jangan di bikin begini, kalau dibikin begini, makin banyak orang yang jadi males buat baca lagi di apk ini. Mohon untuk segera diperbaiki & dikembalikan seperti sebelumnya, terima kasih.",2
"aku sukaa tampilan app yang lama. udh bener kayak dlu aja . malah diubah. plis balik kayak dlu ajaa tampilannya. biar ga bingung senin, selasa , rabu, - minggu baca apa. skg malah jadi bingung bacanya. edited : keren! sudah kembali ada jadwal senin-minggu spt awal. suka! thankyou webtoon mendengar keluh kesah pembacamuu",5
"Sekarang kebanyakan komik ada fitur nonton iklan atau bayar koin, lebih keselnya harus bayar koin klo mendekati ending komik, kan kesel gatau endingnya gmn😌. Kesannya webtoon sekarang jdi kikir, mohon untuk diganti seperti tiket sehari.",2
"webtoon ayolah, kenapa pas udh buka episode malah ada iklan lagi? dulu ga pernah, iklan kaya gitu juga ga penting kali, biasanya yg diiklanin webtoon yg udah populer, sepopuler apapun kalo emng ga pengen baca ya ga akan baca, meski udh diiklanin sebegimana juga, malah buat readers ga nyaman, kenapa skrng kesannya kaya iklannn terus sihh :/",1
menurut saya aplikasi webtoon. bagus tampilan lama. soalnya untuk tampilan yang sekarang agak bingung. soalnya dulu kan terbiasa lihat pake hari untuk viturnya udah baghs. cuman tampilannya aja aku bingung. kadanng mau cari webton yang ditungguin harinya kek bingung dimana letaknya,4
setelah pembaharuan tampilannya berubah jadi bingung. untuk webtoon daily yg update jdi gk kelihatan apa aja yg update. mohon bisa di permudah untuk tampilannya. biar memudahkan pembaca dalam memilih webtoon yg biasa update daily.,3
"makin ke sini webtoon makin niat nyari cuan, tapi ngelupain kenyamanan pembaca. sekarang kalo mau baca episode harus nonton iklan dulu. terus tampilan juga makin ribet. bar episode muncul tiap scroll, status bar hp ga ilang, immersive mode yang dulu nyaman banget juga udah ga ada. baca jadi ga fokus, malah kayak disuruh interaksi terus sama aplikasinya. semoga ada update lagi yang balikin mode baca yang dulu, karena versi sekarang jujur capek banget dinikmatin.",1
"baguss banget tapii masih ada yang kurang lengkap untuk manhwanya yang saya pengen, semoga ajaa di perbanyak cerita manhwa baru yang belum ada di webtoon agar lebih nyaman untuk dibaca, soalnya webtoon adalah apk favorit saya untuk baca manhwa 😋🔥",5
Knapa setelah update jdi ngerasa kehilangan ya.. Jujur aja webtoon tampilan lama lebih indonesia dri yg sekarang. Pliss klw boleh saran back to basic aja deh tampilannya 🙏,4
"plis lebih better sebelum di upgrade, sekarang pas di upgrade halaman webtoon yang episodenya ada ratusan kayak ocong, wee, gula-gula jadi ngebug dan ga munculin chapternya, nunggunya lama banget lagi, kata aku mending diganti ke versi yang dulu deh, upgrade yang sekarang ga ada gunanya, malah mempersulit hidup orang, ""halaman utama tiap serial diperbarui dengan tampilan yang lebih fresh"" halah minimal benerin dulu bug nya deh, pentingin kenyamanan para pembaca baru begaya",2
"UI / tampilan barumu jelek banget ga bikin user paham justru harus nyari letak webtoon yang update harian dan tamat dimana, justru lebih mudah menemukan sesuai genre. Gajelas malah mengalami kemunduran, mau nyaingi tiktok ya ? Tapi jadi ubah fungsi. Jelek",1
"Update yang sebelum ini saja sebenarnya sudah mengecewakan, lalu di update lagi, saya kira akan dikembalikan seperti dulu. ternyata di rubah total. tata letak nya sudah tidak sama, dan fitur-fitur nya ada yang tidak berguna juga, saya mohon. kalau bisa di kembalikan seperti dulu saja. karena tampilan yang dulu lebih nyaman",3
suka sama aplikasi ini ♡ tapi mau kasih saran boleh tambahin fitur baca nanti? biar bisa baca nanti tanpa lupa dan kadang akan diberi notifikasi pengingat contoh: masa cuman dimasukin baca nanti? dibaca dong biar gaul gitu xixixixi,4
semua nya bagus dan menarik😍😍 tapi setiap saya mau lanjut ke eps selanjutnya selalu ada iklan tapi cuman beberapa eps yg bisa pake iklan pas mau lanjut episode harus memakai koin apa kh bisa kita membaca novel tanpa beli koin soalnya saya kira ini aplikasi gratis baca novel ternyata harus beli 😔koin tapi semua nya bagus dan seru tapi sangat susah kalau harus lanjut ke eps selanjutnya setiap eps kenapa harus memakai koin??🤔,4
"jujur saya senang dengan aplikasi ini tapi kebanyakan komik Korea bukan komik lokal, karena komik lokal itu seru"" Semua dan saya baca komiknya dari umur saya kecil, dan akhir"" Ini ada iklan di episode webtoon dulu tidak ada entah mengapa ini semua jadi berbayar",4
"formatnya sekarang membingungkan dan tidak seefisien dulu. pop up manhwa juga sering banget, bikin ga mood baca. lagi baca apa, keluar pop up apa. mana sering error karna pop up macam-macam",1
"haduu ngga suka banget sama webtoon sekarang, apalagi tampilan baru nya, jadi ngga kerasa nostalgia nya kayak webtoon yang dulu. Semenjak update ini jadi pada ngebug, loading lama, ngga mau dipencet sama sekali. Terus fitur baru nya lumayan bikin ribet.",1
"Komik yang disediakan oleh Webtoon sangat bagus, saya merekomendasikan komik yang berjudul Eleceed, jika kalian ikut misi coin Hunter dan mengalami keterlambatan dalam penerimaan hadiah segera hubungi pihak bantuan agar segera di proses, saya sudah mengalami masalah tersebut dan mereka menyelesaikan masalah tersebut dengan baik",5
"serius deh, ini tampilan (UI) webtoon baru gak user friendly. fitur webtoon terbit perhari gak ada (jadi gatau webtoon yg rilis perhari nya apa aja), fitur komik yg udah tamat juga di hilangkan. udah bagus² sebelumnya ini di update malah gak user friendly gini😭. kecewa sih sama webtoon, fitur berguna dihilangkan. ini yg sorry yaa sorry bgt yg useless malah di add. tolong kembalikan fitur lama yaa :)",1
"tampilan sekarang jelek, banyak iklannya tiap mau baca perchapter terus juga makin kesini webtoon yang masuk diatas 18+ (dewasa) mulu yang ga baik banget buat anak-anak apalagi ini apk legal yang bisa diakses sama anak kecil buat membaca komik",2
"webtoon peaak, masa jadwal harian di hilangkan bikin susah cari komik aja, apa lagi habis ini, dulu semua yang bagus dan dah tamat di buat berbayar besok apa lagi, yang bakal di ubah, mau bikin para pembaca kalau download dan baca berbayarkah habis ini! dasar kikir dan selalu bikin susah pembaca😤",3
"udah baca dari 2019 dan baik baik aja sebelum ke upgrade, sebenarnya pakai yang dulu lebih bagus sih lebih mudah dipahami, yang versi terbaru kok malah agak pusing ya ngeliatnya, bingung bahkan sampai sekarang ga Nemu beberapa gitur",1
banyak bug!! sama keluar sendiri ngak jelas!!!! minimal betulin yang bener kek!!!! ini yang buat webtoon gimana sihhh!!!! gw kecewa berat!!! tolong pihak webtoon perbaiki bug nya!!! gw udah muaaaakkkk!!!!,1
jujur saja saya kecewa dengan pelayanan pusat bantuan webtoon karena anda lama sekali merespon nya bahkan saya saya pernah dm ke Instagram mengenai top up bermasalah saja tidak di balas saya harap perbaiki layanan pusat bantuan dari pengguna di Instagram mau pun di aplikasi lainnya tolong gercep dong.,1
"tanpa mengurangi rasa hormat ke pihak weebtoon ya, sebenrnya ya klo mau upgrade ya bagus² aja tapi malah ribet ya,harusnya kn mempermudah ini makin mempersulit,tampilan sih ga masalah ya,tapi knp setiap mau nntn iklan muter mulu berbagai cara ud diikutin ,reset id iklan, pake wifi stabil,sampe aku uninstal berkali² kali aja apk di hp ku yg bermaslaah,ternyata ada bbrp temen lain yg ngalamin hal sama,kecewa deh..padahal dh dari 2017 ga ada maslaah,",1
"saya mau dapet coin hunter tapi gak dapet dapet kenapa ya? masih nol, padahal saya sudah dowload game yang ada di coin hunter dan menyelesaikan kues nya tapi gak nambah coin nya dan katanya harus nunggu 24 jam tapi saat keesokan harinya belum nambah nambah juga coin hunter nya, tolong dong diperbaiki, saya juga mau coin nya untuk membuka chapter yang pake coin☹️",1
"maaf ya rating nya aku turunin, sejujurnya aku kurang suka dengan update tampilan webtoon yang sekarang. mengenai jadwal update harian yang dihilangin, dan tampilan per episode yang membingungkan. padahal tampilan webtoon lama jauh lebih bagus, klasik dan lebih memudahkan para pembaca.",3
"awalnya sih oke, sekarang kalo mau membaca preview episode lewat nonton iklan susah, kadang sampe nonton iklan berkali-kali sampai habis juga ga terbuka. terutama iklan popok sweety baby",4
"bagus sih tapi klo ada episode yg harusnya dibayar pake coin itu kan ada opsi buka episode pake iklan, nah aku paling sebel pas nunggu iklan nya lama banget padahal jaringan aku udah bagus, jadi tolong diperbaiki ya developer",4
